CustomerKey	MDAY_VISIT_L36M	FDAY_VISIT_L36M	BF_VISIT_L36M	VDAY_VISIT_L36M	BTS_VISIT_L36M	NY_VISIT_L36M
121567	0	0	0	1	0	0
109914	2	0	0	0	2	0
637584	1	0	1	1	2	0
2045799	0	1	0	1	1	1
2295694	0	0	0	0	0	1
793831	0	0	1	0	1	0
155358	1	0	0	1	1	1
1003348	0	2	1	0	0	1
926182	1	0	0	0	0	0
540252	0	1	0	0	2	1
979985	0	0	0	1	0	0
2198362	1	0	0	0	0	0
859490	1	1	0	0	0	2
2067047	0	0	1	0	0	1
376182	0	0	0	0	0	2
88666	0	0	0	0	0	1
2274446	0	0	1	0	0	0
2112491	0	0	0	0	1	0
869228	1	0	0	0	0	0
2044030	0	0	0	0	0	1
2166640	0	0	0	1	0	0
164750	1	0	0	0	1	0
529432	0	2	0	0	0	0
255687	0	0	0	0	1	0
387002	1	0	0	0	0	0
47206	1	0	0	0	0	0
530514	0	0	0	0	0	1
178521	0	0	0	1	1	2
2275528	0	0	1	0	0	0
58026	0	1	0	0	0	0
385920	0	0	0	1	0	0
2795	0	0	0	0	1	0
322033	0	0	0	1	0	0
2252511	0	0	0	0	1	0
165832	2	2	0	0	2	1
804259	0	1	0	0	0	0
1065807	3	3	2	1	3	2
1012740	0	0	1	0	1	1
2045112	1	0	0	0	1	1
2035325	0	2	0	0	1	2
11500	0	1	0	0	0	0
849703	1	1	0	1	1	1
1507655	0	0	1	0	1	0
815079	0	0	0	0	1	0
985581	1	1	1	0	1	2
286673	0	1	1	0	1	0
149244	3	3	2	1	3	1
861717	0	0	1	0	0	0
2027860	0	0	1	0	0	0
140588	1	1	1	1	1	1
2167376	0	0	0	1	1	1
915408	1	0	0	0	0	0
280934	0	0	0	0	0	1
273938	1	0	0	0	0	0
540567	1	0	0	0	0	0
1131666	0	0	0	0	0	1
79071	0	0	0	0	0	1
400221	0	0	0	1	0	1
664431	1	0	0	0	0	0
133592	0	1	0	0	0	0
817512	0	0	1	0	0	0
219417	0	1	0	0	0	0
2075219	0	0	0	0	0	1
610740	3	2	1	1	2	3
1147318	0	0	0	0	0	1
602084	1	1	0	0	0	1
1217491	0	0	2	0	0	0
1055754	2	0	1	0	0	1
2096467	0	1	0	0	0	0
1258590	0	0	0	0	1	0
2020555	1	1	1	0	0	0
984015	2	3	1	0	0	2
478907	0	1	0	0	0	0
902816	0	1	0	1	1	0
572131	0	2	0	0	1	0
216357	0	0	0	1	0	0
1355656	0	1	0	0	0	0
2006612	0	0	0	0	1	0
2201359	1	0	0	0	0	0
343424	0	1	0	0	1	0
110635	0	0	0	1	1	0
2041236	1	0	0	0	0	1
2258797	0	0	0	0	1	0
901986	1	0	1	0	1	0
985724	2	0	0	1	0	2
893281	2	0	0	0	0	2
2032580	0	0	0	0	0	2
100319	2	3	1	0	1	0
9585	0	1	0	1	1	0
713356	0	1	1	0	0	1
126287	0	1	0	0	0	0
232009	2	1	0	1	0	3
894160	0	0	0	0	2	0
2013559	0	1	0	0	0	1
91663	0	0	1	0	0	0
127996	0	1	0	0	0	0
974386	0	0	0	0	0	1
2171406	0	0	0	1	0	0
1083431	0	0	0	0	0	1
714753	0	0	1	0	0	1
1334408	0	1	0	0	1	0
453033	0	0	0	1	0	1
91096	0	2	0	0	0	0
2140529	0	0	0	0	0	1
2011332	0	1	0	0	0	1
261913	1	0	0	0	0	0
914529	0	1	0	0	0	0
322176	0	0	0	0	0	1
2024067	0	0	1	0	0	0
2146271	0	0	0	0	0	1
1350060	0	0	0	0	1	1
313520	0	0	0	0	0	1
61710	0	0	1	0	0	0
1272891	0	0	0	0	1	0
316434	0	0	1	0	2	0
2172239	0	0	0	1	0	0
62543	0	0	0	0	1	1
719662	0	1	0	0	0	1
1036733	1	0	0	0	2	0
15184	0	0	0	1	0	0
727800	0	0	0	0	0	1
2150158	0	0	0	0	0	1
925461	0	0	1	0	0	2
300928	0	0	1	0	2	2
2161777	0	0	0	0	1	1
2103632	0	0	0	0	1	0
1347661	0	0	0	0	0	1
851664	0	2	0	0	0	0
436411	0	0	0	0	0	1
463965	0	1	1	0	0	0
2187745	0	0	0	0	0	1
52081	0	0	0	1	0	1
455432	1	0	0	0	1	0
1057981	0	0	0	0	1	0
2045315	0	0	0	0	0	2
1187587	1	0	0	1	0	0
489933	0	1	0	0	0	0
943228	0	1	0	0	0	0
503667	2	0	0	0	0	0
2026294	1	0	1	0	2	1
935777	0	0	1	0	0	1
2112288	0	0	1	0	0	0
302182	0	0	0	0	1	0
579439	0	0	0	0	0	2
832331	0	2	1	3	1	3
695732	0	0	1	1	0	1
1153481	0	0	1	0	0	2
304409	1	0	1	0	0	1
895508	0	0	1	1	1	0
1445823	0	1	0	0	0	0
819596	1	0	0	0	0	0
110117	0	1	0	1	0	0
2147476	0	0	0	0	0	1
830416	0	0	0	0	1	0
2103775	0	0	1	0	0	0
2138820	0	0	1	0	0	0
495529	0	1	0	0	0	0
2112852	0	0	0	1	0	0
2151555	0	0	0	0	0	1
2158296	0	0	1	0	0	0
1246047	1	0	1	0	0	1
2007130	0	0	0	0	1	0
2082384	0	0	0	0	0	1
2095119	0	1	0	0	0	0
1040935	0	0	0	1	0	0
446919	0	2	0	0	0	0
302494	0	0	0	0	0	1
183035	1	0	1	0	1	0
48600	0	2	0	2	2	1
50515	0	1	0	0	1	1
763990	0	0	0	0	0	1
1062326	0	1	0	1	0	0
648610	0	1	0	0	0	0
174379	0	0	1	0	1	1
455575	0	1	0	0	0	0
706552	0	0	0	0	1	0
921837	0	1	0	0	0	0
2116367	0	0	0	0	1	0
1041078	0	1	0	0	0	0
41295	0	2	2	1	0	0
2126228	0	0	0	0	1	1
817824	0	0	0	0	1	1
2125023	0	0	0	0	1	0
336477	0	0	2	0	0	0
798348	0	0	0	0	0	1
862235	0	0	0	1	0	0
258432	0	1	0	0	0	0
797973	1	0	0	0	1	0
2091604	0	2	0	0	0	0
734086	0	0	1	1	1	1
7876	1	0	0	0	0	0
1070716	0	1	1	0	0	0
2049941	1	0	1	0	2	1
27352	0	0	0	0	0	1
978273	0	0	0	0	1	0
1036215	0	1	0	0	0	1
2249717	0	0	0	0	1	0
1032422	0	0	0	0	1	0
371101	0	0	0	1	0	2
2150991	0	0	0	0	0	1
574719	0	1	1	0	1	2
1279320	0	0	2	0	0	0
570926	0	1	0	1	0	0
344990	0	1	2	0	1	1
152613	1	2	1	0	1	3
161269	0	2	0	0	0	2
2075594	0	1	0	0	0	0
2061279	0	0	0	1	0	0
413079	0	0	1	0	0	1
2251489	0	0	1	0	1	0
2052623	0	0	0	0	1	0
2048544	0	1	0	0	0	0
819221	0	0	1	0	0	0
845189	0	1	0	0	1	0
789835	0	1	0	0	0	0
391688	0	1	0	0	0	0
546681	0	0	0	0	0	1
2104980	0	0	0	0	0	1
131883	0	0	0	1	0	0
2096324	0	1	0	0	0	0
999521	0	0	1	0	0	0
6104	0	0	2	0	1	1
85357	0	0	0	0	1	0
1008177	0	0	1	0	0	1
810565	0	0	0	0	1	0
8019	0	0	0	0	0	1
972471	1	1	0	0	0	0
963815	3	1	2	2	3	1
1258072	0	0	1	1	1	0
238438	0	0	0	0	0	2
401426	0	1	0	0	3	1
161836	0	0	0	1	1	1
2028378	0	0	1	0	0	1
811083	1	0	0	0	0	0
1054188	1	1	0	0	1	1
866437	0	1	0	0	0	0
170492	1	0	0	0	0	0
2138963	1	0	0	0	0	0
623332	2	0	0	1	0	0
370268	0	1	0	1	2	0
461377	0	0	1	1	0	0
2018640	0	0	1	0	1	0
1251849	0	0	0	0	0	1
993719	0	0	0	0	0	1
2049108	0	0	0	0	0	1
602602	0	0	0	0	1	0
2083732	1	0	0	0	0	0
819739	0	0	0	0	0	1
776582	0	1	0	0	0	0
840469	0	0	0	1	0	0
2027296	0	0	1	0	0	0
368153	0	0	0	0	0	2
2271532	0	0	1	0	0	0
1468986	1	0	0	0	0	1
435266	0	1	0	0	0	0
338200	0	0	0	0	0	1
443922	1	0	2	1	0	0
1050673	0	0	0	0	1	0
287675	0	0	0	0	2	2
564620	0	1	0	0	0	0
733602	0	1	0	0	0	0
608825	0	0	0	1	1	0
836988	0	1	0	1	0	0
279019	1	1	0	1	1	0
898505	0	0	0	1	0	1
910327	0	1	0	0	0	0
186032	0	0	0	0	1	0
2010127	1	0	1	1	2	1
2088956	0	1	0	1	1	1
2236547	0	0	0	0	1	1
2006048	0	0	0	0	1	0
754080	0	2	0	0	0	1
720867	0	1	0	0	0	0
303576	1	0	0	0	0	0
494447	0	1	0	0	0	0
2124505	0	0	0	0	0	1
2111770	0	0	0	0	0	1
329544	0	0	0	0	0	1
184289	0	0	0	0	2	1
1287398	0	0	0	0	0	1
101524	2	1	1	2	0	2
716147	1	0	0	0	0	0
2040031	0	0	0	0	0	1
503873	1	0	0	0	0	0
873178	2	0	0	0	0	0
1071921	0	0	2	1	0	0
931575	0	1	0	0	0	0
156755	0	1	0	0	1	0
638102	1	1	1	1	1	0
815740	0	0	0	0	1	0
950596	0	1	0	0	0	0
2145753	0	0	0	0	0	1
959252	1	1	0	0	0	1
2171721	0	0	1	1	0	0
533056	0	1	1	0	0	0
750771	0	0	0	0	1	0
308296	0	1	0	0	0	1
2059052	0	1	0	1	0	0
974904	0	0	0	0	0	1
836845	2	0	0	0	1	1
80276	0	2	2	0	1	1
2037804	0	0	0	0	0	1
693190	0	0	0	1	0	0
642665	0	1	0	0	0	0
738228	0	0	0	1	0	0
928266	0	0	1	0	0	0
451951	0	1	0	0	0	0
2167001	1	0	0	0	0	0
133798	0	0	0	0	1	0
71620	1	2	2	0	0	0
91929	0	1	0	0	0	0
84355	0	0	0	1	1	0
936922	0	0	0	1	1	0
2046460	0	0	0	0	1	1
866749	0	0	0	0	0	1
496156	0	0	1	0	1	0
2028066	0	0	1	1	0	1
1525783	0	0	0	1	0	1
2002098	0	0	1	0	1	0
107830	1	2	0	0	0	2
949657	1	0	1	0	0	0
1447	2	1	0	0	1	1
2215299	0	0	0	0	1	1
916756	0	1	0	0	0	0
699619	0	0	1	2	1	2
105603	1	1	0	0	0	2
230094	1	0	0	0	0	0
104521	0	0	1	0	1	3
474908	0	2	0	0	0	0
114259	0	0	0	0	0	1
50372	0	0	0	0	0	1
1115499	0	0	0	0	1	0
681680	0	2	0	0	0	0
546369	0	1	0	0	1	0
2168724	0	0	0	1	0	0
21613	0	1	0	0	0	1
465170	0	0	1	0	0	0
2141047	0	0	0	0	0	1
500876	0	0	0	0	2	0
735829	0	1	0	0	0	1
2025212	0	1	1	0	0	0
908100	0	0	0	0	1	0
970905	0	0	0	0	0	1
321031	0	0	1	0	0	1
2015474	0	0	1	0	1	0
59028	0	0	1	0	1	0
2188249	0	1	0	0	0	0
1537293	0	0	0	0	2	0
55596	0	2	1	1	1	2
314725	0	1	1	0	1	0
827250	0	0	0	0	0	2
506100	1	0	1	0	1	2
1056836	0	0	1	1	3	1
1318384	0	1	0	2	0	3
662347	0	0	0	0	0	1
134425	0	0	0	0	0	1
805859	0	0	0	0	0	1
2254941	0	0	0	0	1	0
825335	0	1	0	0	1	0
1509255	0	0	2	1	1	1
528914	0	1	0	0	0	0
244552	0	0	2	1	0	1
385402	0	1	0	2	0	1
123854	0	0	0	1	1	1
979418	1	0	0	0	0	1
125769	1	1	0	1	1	2
911160	0	1	0	1	0	1
288757	0	1	1	0	0	0
364011	1	1	0	0	0	0
983497	0	0	0	0	1	0
223304	1	1	0	1	2	2
639184	0	0	2	1	0	2
335973	1	0	0	0	0	0
310005	1	1	0	0	0	0
949514	1	0	0	0	0	0
34348	0	0	0	0	1	0
344678	0	0	0	0	0	1
385259	0	0	0	1	0	0
177860	0	0	1	0	1	0
448064	0	1	0	0	0	0
2152700	0	0	0	0	0	1
2276189	0	0	1	0	0	0
900732	0	1	0	0	0	0
166493	0	0	2	1	0	0
2057970	0	0	0	1	0	0
2212302	0	1	0	0	0	0
1088655	1	0	2	0	1	1
111262	1	0	0	0	1	0
499010	0	0	1	0	0	0
186516	0	1	0	0	0	0
278535	0	2	0	2	0	1
2098551	0	1	0	0	0	0
147017	0	1	0	0	1	0
1035588	0	1	0	0	0	1
588865	0	0	0	0	1	0
197336	0	0	0	0	1	0
1286316	0	1	1	0	1	0
102606	1	2	0	0	0	0
393915	0	0	0	0	0	2
993925	0	2	0	0	0	1
2144044	0	0	0	0	0	1
2026151	0	1	2	0	1	1
2297437	0	0	0	0	0	1
2035889	0	0	1	0	0	3
202056	0	0	0	1	0	0
330171	0	0	0	0	0	2
3362	0	0	1	0	1	2
832958	0	0	0	0	0	1
1032734	0	0	0	0	0	1
453866	0	0	0	0	0	1
2279043	0	0	1	0	0	0
629589	2	2	0	0	0	1
581148	0	0	0	0	1	0
175006	1	0	0	0	0	1
166350	1	1	0	0	1	0
2122796	0	0	0	0	1	0
427898	0	0	0	1	0	0
619851	0	0	0	0	0	1
2131452	0	0	0	0	0	1
1179243	0	1	0	1	1	1
340991	1	0	0	0	0	1
781757	0	0	1	2	2	1
2121714	0	0	0	0	1	0
331253	0	0	0	1	0	0
583063	0	0	0	0	1	0
168265	2	2	2	2	3	2
1021914	0	0	0	1	1	1
203138	0	0	2	1	0	2
2047399	0	0	1	0	0	0
154840	1	1	0	0	0	0
342763	1	1	0	1	0	1
153758	1	0	1	1	1	2
2091810	0	1	0	0	0	2
650837	0	0	0	1	0	1
1055897	1	0	0	0	0	0
145102	0	1	0	0	0	0
784611	1	0	0	0	0	0
758643	1	0	0	0	0	0
2057137	0	0	0	1	0	0
641099	0	0	1	0	0	0
351419	0	0	0	0	1	0
2299209	0	0	0	0	0	1
433700	1	1	1	0	2	0
2046317	0	0	0	0	0	1
442356	0	1	2	0	0	1
2253716	0	0	0	0	1	0
2300291	0	0	0	0	0	1
1001748	0	1	1	0	1	0
388207	1	0	0	0	0	0
2020349	0	0	1	0	0	0
550162	0	1	0	0	2	0
135364	0	1	0	0	0	1
2016868	0	0	2	0	0	0
1417943	0	0	1	0	0	1
60253	0	0	1	1	0	0
2292983	0	0	0	0	0	1
2200589	1	0	0	0	0	0
130426	0	1	0	0	1	1
1290000	0	0	0	0	0	1
376494	0	0	0	0	1	0
1018794	1	0	1	1	1	0
722782	0	0	0	0	1	0
253460	0	0	0	0	1	0
890851	0	0	0	0	1	0
973759	1	0	0	0	0	0
116031	1	2	0	1	1	1
785129	0	0	0	1	0	0
2024694	0	0	1	0	0	0
2169949	0	0	0	1	0	0
306321	0	0	0	1	0	1
956447	0	0	0	0	1	0
451576	0	1	0	0	0	0
55344	0	1	0	0	0	0
2094867	0	1	0	0	0	0
2483	0	0	0	0	1	2
2087041	2	2	0	0	1	0
1053418	0	0	0	0	1	0
1410117	0	0	0	0	0	1
2042006	0	0	1	0	0	1
837990	0	0	0	0	1	0
38032	0	0	0	1	0	0
507354	1	1	0	0	0	0
714956	1	0	0	0	0	1
178378	0	1	0	0	0	1
2225727	0	0	1	0	1	0
521749	0	1	0	0	0	0
384320	0	2	0	0	0	2
569701	1	0	0	0	0	0
1004493	0	0	1	0	0	0
2098803	0	1	0	0	0	0
684222	0	1	0	0	0	0
2133427	0	1	0	0	0	1
478280	0	0	1	0	2	1
648719	2	0	0	1	1	1
1022684	1	1	0	1	0	0
2126480	0	0	0	0	1	0
363072	0	0	0	0	1	0
2249514	0	0	0	0	1	0
327569	0	0	1	0	0	0
109178	2	0	0	0	1	1
553362	0	0	0	1	0	0
977695	0	0	0	2	0	2
864147	0	1	0	0	0	0
816742	0	1	1	0	1	0
1005372	0	0	0	0	1	0
995007	0	0	0	0	1	1
460968	0	0	0	0	1	0
467915	0	0	0	1	0	0
676396	0	1	0	0	0	0
139818	0	0	0	0	1	0
683343	1	1	1	1	0	0
1063783	1	0	0	0	0	2
984124	0	0	1	2	1	2
102749	0	1	0	0	0	0
1008429	1	0	0	0	1	0
140791	0	0	0	0	0	1
418990	0	1	0	0	0	0
150701	0	1	0	0	0	0
931263	0	0	0	0	0	1
2122544	0	0	0	0	1	0
1078602	0	0	1	1	0	1
457032	1	0	0	1	0	0
172922	1	3	0	1	2	1
612197	0	1	0	0	0	0
2129537	1	0	0	0	1	0
19841	1	1	0	0	0	0
2250487	0	0	0	0	1	0
848355	0	0	1	0	0	0
810313	0	0	1	0	0	0
1061290	0	0	2	0	1	0
913951	0	1	0	0	1	0
2105232	0	0	1	0	0	0
73535	1	0	0	0	0	0
733147	1	0	0	1	2	0
880486	0	0	0	0	1	0
188743	0	0	1	1	0	1
2303348	0	0	0	0	0	1
2165919	0	0	0	1	0	0
2212445	0	1	0	0	0	0
2084502	1	0	0	0	0	0
2035577	1	0	0	0	0	1
2056307	1	0	0	1	0	1
2299412	0	0	0	0	0	1
962876	0	0	1	0	3	1
151674	0	0	1	0	0	1
189716	0	0	0	0	0	1
1046989	2	0	0	0	0	0
387377	1	0	0	0	0	0
182314	1	1	1	0	0	2
2214844	0	1	0	0	0	0
171949	0	0	0	1	0	0
1040042	1	0	0	0	0	0
952511	0	1	0	0	0	0
2073619	0	0	0	1	0	0
651212	0	0	0	1	0	0
633445	0	0	1	0	1	0
969823	0	0	0	1	0	0
370065	0	0	1	0	0	0
726718	0	0	0	0	3	3
105148	0	0	1	0	0	2
79649	3	1	0	0	3	2
927891	0	1	0	0	0	0
1003975	0	1	0	0	0	0
813685	0	0	0	0	1	0
2123423	0	0	0	0	1	0
2039513	0	0	0	1	0	1
2045424	0	0	0	0	0	1
1565282	0	0	1	0	0	1
484709	0	0	0	1	0	0
2034604	0	0	0	0	0	1
2255943	0	0	0	0	1	0
62337	0	0	0	0	0	1
215418	1	2	1	0	2	1
467397	0	0	0	2	1	0
2074137	0	0	0	1	0	1
870121	0	0	0	0	0	1
2115597	0	0	1	0	0	0
2207991	0	1	0	0	0	0
274190	0	1	1	0	0	2
620478	1	0	0	0	0	1
1314305	1	0	0	0	1	1
128935	0	0	0	0	0	1
355764	0	0	0	0	1	0
1203033	0	0	0	0	0	2
1060726	0	0	1	0	0	3
949139	1	1	0	0	0	0
563727	1	0	0	1	0	0
697126	3	2	1	0	0	1
100897	0	0	0	1	0	0
496471	0	0	0	1	0	0
2277191	0	0	1	0	0	0
892703	0	0	0	0	1	0
581039	1	0	0	0	1	0
881883	0	2	1	0	0	0
488645	1	2	0	1	1	0
119543	1	1	1	1	2	1
2201107	1	0	0	0	0	0
505957	0	1	0	1	0	0
2144671	0	0	0	0	0	1
1504910	0	0	0	1	0	0
1025223	0	1	0	0	0	0
393288	0	0	1	0	0	0
927327	0	1	0	0	0	0
2136845	0	0	1	0	0	0
2210593	0	1	0	0	0	0
2097924	0	1	0	0	0	0
27149	2	3	3	2	1	3
1043414	0	0	0	0	2	2
571098	0	2	0	0	2	2
317204	0	0	0	1	0	0
1222884	1	1	2	1	1	3
52287	0	0	0	0	1	0
902189	0	0	0	0	1	2
2041488	0	0	0	0	0	1
309378	0	0	0	0	1	0
997091	0	0	0	0	0	2
27667	1	1	0	0	1	1
122145	0	0	0	1	0	1
394685	0	0	0	1	0	0
2213447	0	1	0	0	0	0
2037552	1	0	1	1	0	3
662974	0	0	0	2	0	1
2080927	1	0	0	0	0	0
354728	0	0	0	0	1	0
2214529	0	1	0	0	0	0
433809	0	0	1	1	0	0
1146282	0	0	1	0	0	0
2059364	0	0	0	1	0	0
885395	0	0	0	0	0	1
2038634	1	0	0	0	1	1
372040	1	0	0	0	0	0
740140	0	0	0	0	0	1
313268	0	0	1	0	0	1
2020240	1	0	0	0	1	1
2076676	0	1	0	0	0	0
2137363	0	0	1	0	0	0
222208	0	0	0	1	0	0
2158093	0	0	0	0	0	1
104833	1	0	1	0	1	1
2154675	0	1	0	0	0	0
77047	1	1	0	0	0	2
2038116	0	0	0	1	0	1
1180388	1	0	0	0	1	1
839387	2	0	0	0	1	1
10873	1	1	0	0	0	0
107687	0	0	0	0	0	1
284618	0	0	0	0	1	0
126081	0	1	0	0	0	0
124999	0	1	0	0	0	0
2217383	0	0	0	0	0	1
2253089	0	0	0	0	1	0
961997	0	1	0	1	0	0
235584	0	1	0	0	0	0
736204	0	1	0	0	0	0
2141299	0	1	0	0	0	2
867519	0	1	0	0	0	0
48915	0	0	0	0	1	1
1047868	1	1	2	0	0	0
641726	0	0	0	1	0	0
257396	2	0	0	0	0	1
2103257	0	0	2	0	0	0
698162	0	1	1	1	0	0
1001121	1	0	0	0	1	0
2008902	0	0	1	0	0	0
455057	0	0	1	0	0	0
2137881	0	0	1	0	0	0
143393	0	0	1	1	0	2
1368139	0	1	2	1	1	2
1000039	1	0	0	1	1	1
453975	0	0	0	0	0	1
292020	0	1	0	0	0	0
31603	1	0	1	1	2	1
2038431	0	0	0	1	0	1
77156	1	0	0	0	0	0
423444	1	0	0	0	0	0
267197	0	0	1	0	0	0
848810	0	0	1	0	0	0
605659	0	1	0	0	1	1
276683	0	0	0	1	0	0
155155	0	1	0	0	0	0
2021119	0	0	1	0	0	0
337370	0	0	0	0	1	0
638872	0	1	0	0	0	0
164641	0	0	0	0	1	0
631046	1	0	0	0	0	0
580521	0	1	0	0	0	0
51769	1	1	0	0	0	0
1007974	1	0	0	1	0	0
387895	0	0	0	0	0	1
621560	0	0	0	2	2	0
1022369	0	1	1	1	0	1
2289408	0	0	0	0	0	1
856636	1	1	0	0	1	1
786463	0	0	0	1	0	0
2055743	1	0	0	1	0	0
2211990	0	1	0	0	0	0
2257025	0	0	0	0	1	0
84982	0	0	1	0	1	1
1030195	0	0	0	0	0	1
2298894	0	0	0	0	0	1
172467	0	1	1	0	0	0
179712	0	1	0	0	1	2
320058	1	0	0	0	0	0
206510	0	1	0	0	0	0
960022	0	1	0	0	0	0
362757	0	0	0	0	0	1
493617	0	0	0	0	1	0
2285472	0	0	0	0	0	1
1081456	0	1	1	0	0	0
2096842	0	1	0	0	0	0
2295585	0	0	0	0	0	1
374519	1	0	0	2	0	0
90532	0	0	1	1	0	0
2165604	0	0	0	1	0	0
81046	0	1	0	0	0	0
478735	1	0	0	1	0	0
2070044	0	1	0	0	1	0
2172551	0	0	0	1	0	0
883340	0	0	0	0	0	1
2069165	1	1	0	0	0	0
827562	0	0	0	1	0	0
986726	0	1	0	0	0	0
835388	1	0	0	0	0	0
930745	0	0	0	0	1	0
712981	0	0	0	0	1	0
609595	0	0	0	0	1	2
1043617	1	0	0	0	0	1
807711	1	1	0	1	1	0
384005	0	0	0	0	0	1
2059679	0	0	0	1	0	0
2087356	1	0	0	0	0	0
965369	0	1	1	1	2	0
2079530	0	1	0	0	0	0
316122	0	1	0	0	0	1
1173850	0	0	1	0	0	1
419508	0	0	1	1	0	1
73220	0	0	1	0	0	0
2278273	0	0	0	0	0	1
722467	0	0	0	0	1	0
363636	0	1	0	0	0	1
862092	0	0	0	1	1	0
623017	1	0	1	1	2	1
804402	0	0	0	1	0	0
986617	0	1	0	0	0	0
2073101	0	0	1	0	0	0
821714	0	1	0	0	0	0
50890	1	1	0	0	0	0
2281536	0	0	1	0	0	0
328087	0	1	0	0	1	1
1019830	0	1	0	1	0	0
2144356	0	0	0	0	0	1
2143274	0	1	0	1	0	0
563163	0	2	0	0	1	0
579064	0	0	0	0	0	1
2299521	0	0	0	0	0	1
969305	0	0	0	1	0	0
673542	1	0	0	0	0	0
1050470	0	0	0	0	1	0
528539	2	0	0	0	1	0
1060208	1	1	2	1	1	3
458114	0	0	0	0	1	0
814140	1	0	0	0	1	1
987699	2	0	1	1	0	0
970387	0	0	0	0	1	1
791919	0	0	0	0	0	1
342388	1	1	0	0	0	0
2260915	0	0	0	0	1	0
605768	0	0	0	1	0	0
859693	0	0	1	1	0	1
151219	0	1	2	0	1	2
228385	1	0	0	0	0	0
13412	1	0	0	0	0	0
973241	1	0	0	0	0	0
150592	0	1	0	0	1	0
887370	1	0	0	0	0	0
2034495	0	0	0	0	0	1
332023	1	0	0	1	0	0
557816	0	2	1	0	1	0
436239	0	1	0	0	0	0
29642	0	0	1	1	1	2
2122026	0	0	0	0	1	0
1462414	0	0	0	0	1	0
2094349	0	1	0	0	1	1
2225664	0	0	0	0	1	0
1056272	0	1	0	0	0	0
2123108	0	0	0	0	1	0
2017810	1	0	0	1	0	0
998582	1	1	0	1	1	3
1029222	0	0	0	0	0	1
228840	0	0	0	0	2	0
3047	1	3	1	1	2	1
115968	0	0	0	2	0	1
366647	0	1	1	0	0	1
549787	1	1	0	2	0	2
2260288	0	0	0	0	1	0
783154	1	1	1	0	0	1
991635	0	1	1	0	0	1
2044860	0	0	0	0	0	1
123542	0	0	0	1	0	0
349335	1	1	0	1	1	0
662659	0	1	0	0	0	2
133907	1	0	0	0	0	0
1087885	0	0	0	0	1	0
112032	0	2	0	2	1	3
525748	0	0	1	0	0	0
875030	0	2	2	1	3	3
1029113	0	0	0	0	0	2
517922	0	0	0	1	0	0
1459560	1	0	0	0	0	0
2126998	0	0	0	0	1	0
249633	0	0	0	0	1	0
129344	1	1	0	0	1	0
1000400	0	1	0	0	1	0
2168458	0	0	0	1	0	0
535234	0	1	0	0	0	0
94720	0	0	0	0	1	0
1280090	1	0	1	0	1	0
2213902	0	1	0	0	0	0
1017712	0	1	1	1	0	0
922982	0	0	0	0	1	0
182205	1	0	0	0	0	0
162148	3	3	3	1	1	3
93386	0	3	0	0	1	1
1039933	0	0	0	0	2	0
164893	0	0	1	0	1	0
829586	0	2	0	1	1	0
951114	0	1	0	0	0	0
608716	0	1	0	0	0	1
54826	2	1	0	1	2	2
73472	2	1	3	0	1	2
770671	0	0	0	0	0	1
108096	0	0	0	0	1	1
808338	0	0	0	1	0	0
2295837	0	0	0	0	0	1
2200480	1	0	0	0	0	0
694587	1	1	0	0	0	0
459886	0	0	0	1	0	0
825650	0	0	0	0	1	0
2164522	0	0	0	1	0	0
82958	0	1	1	1	1	0
222929	0	0	0	0	1	0
270881	0	1	0	0	0	0
382923	0	1	0	0	0	0
1050361	0	0	0	0	1	0
72138	0	0	0	0	0	1
140900	0	0	0	1	0	1
479362	0	0	1	1	1	0
1410180	1	0	0	0	0	0
912554	0	0	1	0	0	0
496674	0	1	0	0	0	0
1061181	0	0	0	1	0	1
1421000	1	0	1	0	0	0
790147	0	0	0	0	0	1
591404	1	2	1	1	1	1
2059427	0	0	0	1	0	0
186344	1	1	0	0	0	1
1561801	0	0	0	1	0	1
686761	1	0	0	0	0	0
704073	1	0	0	0	0	1
299013	1	0	0	0	0	0
1013776	0	0	0	0	0	1
2006503	0	0	0	0	1	1
570156	0	0	0	0	0	1
649237	0	0	0	1	0	0
214963	2	1	0	0	3	3
2151100	0	0	0	0	0	1
1071609	0	1	0	0	0	0
52224	0	1	0	0	1	2
244177	1	1	0	0	0	0
301867	0	0	0	1	0	0
1035903	1	0	0	0	0	0
992528	1	1	1	0	0	0
1055379	0	1	0	0	0	0
320261	1	1	0	1	0	0
743715	0	0	0	0	0	1
1399752	1	0	0	0	1	0
916444	0	1	0	0	0	0
59798	0	0	0	1	0	0
577730	0	2	0	0	1	1
319179	1	0	0	0	0	0
273735	0	0	1	0	0	0
1322586	1	1	0	0	0	1
197651	0	0	0	0	1	0
284555	2	0	0	0	0	0
539170	0	0	0	1	0	2
2157984	0	0	1	1	0	0
340427	0	0	1	0	0	0
20156	1	0	0	0	1	0
1576165	0	0	0	1	0	1
2009357	0	1	0	1	1	1
896278	0	0	1	0	0	0
670485	1	3	1	2	0	1
1377422	0	0	0	0	0	1
2129852	0	0	0	0	0	1
868146	1	2	1	0	0	1
114634	0	0	0	1	0	0
30976	0	1	0	1	0	0
972362	0	0	0	0	0	1
2148246	0	1	0	0	0	1
443610	1	0	0	0	0	0
38550	1	0	0	0	1	0
2208100	0	1	0	0	0	0
1284026	0	0	1	0	0	0
2026669	0	0	1	0	0	1
1093939	0	0	0	0	0	1
