CustomerKey|TOPSTOREFORTRX|TOPSTOREFORSALES|TOPSTORETOTALTRXPERC|TOPSTORESALESPERC
179|MNS_S5|MNS_S5|0,66666666666666663|0,92226533604993699
180|MNS_S70|MNS_S70|1|1
181|MNS_S16|MNS_S16|1|1
183|MNS_S2|MNS_S2|0,94999999999999996|0,90106112935168181
185|MNS_S58|MNS_S58|0,39130434782608697|0,35670265712964722
186|MNS_S61|MNS_S61|0,40000000000000002|0,47432279909706548
190|MNS_S33|MNS_S33|1|1
192|MNS_S27|MNS_S27|1|1
194|MNS_S3|MNS_S3|1|1
195|MNS_S40|MNS_S18|0,5|0,65760944147111289
197|MNS_S32|MNS_S32|1|1
198|MNS_S18|MNS_S18|0,83333333333333337|0,59816272426478145
199|MNS_S29|MNS_S29|0,94999999999999996|0,97083366037439667
205|MNS_S5|MNS_S5|0,48780487804878048|0,6207224404878966
208|MNS_S2|MNS_S2|1|1
209|MNS_S2|MNS_S61|0,33333333333333331|0,31125365531553628
211|MNS_S38|MNS_S38|0,5|0,42478124216086999
212|MNS_S2|MNS_S2|1|1
214|MNS_S61|MNS_S61|0,59999999999999998|0,49309724163765778
215|MNS_S48|MNS_S48|0,69999999999999996|0,52200372313420207
219|MNS_S33|MNS_S33|1|1
220|MNS_S16|MNS_S16|1|1
221|MNS_S3|MNS_S3|0,81818181818181823|0,88011154809775893
222|MNS_S4|MNS_S4|0,66666666666666663|0,68920572878110409
223|MNS_S33|MNS_S33|1|1
224|MNS_S3|MNS_S3|0,5|0,5263365711126905
225|MNS_S63|MNS_S63|1|1
227|MNS_S2|MNS_S2|1|1
228|MNS_S2|MNS_S41|0,26315789473684209|0,27367645697403431
230|MNS_S70|MNS_S70|1|1
234|MNS_S29|MNS_S29|0,5|0,5449866486496715
237|MNS_S5|MNS_S5|1|1
240|MNS_S2|MNS_S2|0,69230769230769229|0,6294830599674861
243|MNS_S2|MNS_S2|0,875|0,99934523589951696
244|MNS_S3|MNS_S3|0,5|0,41138128922316231
245|MNS_S29|MNS_S29|0,94174757281553401|1,0148741649382462
246|MNS_S29|MNS_S29|0,90000000000000002|0,76760003913511399
248|MNS_S3|MNS_S3|0,59999999999999998|0,7874758774081706
250|MNS_S36|MNS_S36|0,66666666666666663|0,79824644774984554
251|MNS_S61|MNS_S61|0,66666666666666663|0,66671606401896855
252|MNS_S23|MNS_S23|0,5|0,5883495145631068
254|MNS_S29|MNS_S29|0,46825396825396826|0,50752919658490381
255|MNS_S29|MNS_S29|0,83333333333333337|0,8969214101927504
256|MNS_S29|MNS_S29|0,76923076923076927|0,79583969637571761
257|MNS_S63|MNS_S63|1|1
258|MNS_S51|MNS_S29|0,36842105263157893|0,37833487425420531
259|MNS_S2|MNS_S2|0,40000000000000002|0,65122285055649598
262|MNS_S40|MNS_S61|0,75|0,5475330448934228
263|MNS_S2|MNS_S2|0,75|0,59790029102184028
264|MNS_S24|MNS_S24|0,53333333333333333|0,54942928258980517
269|MNS_S2|MNS_S71|0,66666666666666663|0,67467013805184572
270|MNS_S63|MNS_S63|0,7142857142857143|0,55289423506979596
271|MNS_S56|MNS_S56|0,5|0,66023315605959221
272|MNS_S61|MNS_S61|1|1
273|MNS_S2|MNS_S2|1|1
274|MNS_S55|MNS_S2|0,5714285714285714|0,42894562651101376
275|MNS_S1|MNS_S1|1|1
277|MNS_S20|MNS_S66|0,66666666666666663|0,62803169388346702
278|MNS_S48|MNS_S48|0,63157894736842102|0,59511730169557586
283|MNS_S27|MNS_S27|1|1
286|MNS_S8|MNS_S64|0,66666666666666663|0,62281960280903115
288|MNS_S41|MNS_S41|1|1
289|MNS_S61|MNS_S61|1|1
291|MNS_S2|MNS_S2|1|1
294|MNS_S61|MNS_S61|1|1
296|MNS_S3|MNS_S3|1|1
298|MNS_S45|MNS_S45|1|1
306|MNS_S4|MNS_S4|0,66666666666666663|0,78899610566501044
307|MNS_S19|MNS_S19|0,46875|0,48160117047948464
309|MNS_S2|MNS_S2|1|1
311|MNS_S41|MNS_S41|0,5|0,54055150040551503
312|MNS_S41|MNS_S41|0,61538461538461542|0,34805641294535467
313|MNS_S23|MNS_S23|1|1
314|MNS_S19|MNS_S19|0,5714285714285714|0,66021462699781708
316|MNS_S24|MNS_S24|0,5|0,58050655432283194
319|MNS_S4|MNS_S4|1|1
323|MNS_S18|MNS_S18|1|1
327|MNS_S3|MNS_S3|0,42857142857142855|0,52485077078165532
329|MNS_S36|MNS_S36|1|1
330|MNS_S31|MNS_S31|0,69999999999999996|0,79889875666074595
332|MNS_S45|MNS_S45|0,90909090909090906|0,94434531396040433
333|MNS_S8|MNS_S63|0,66666666666666663|0,6217485686720069
334|MNS_S5|MNS_S5|0,5|0,65237155557790039
335|MNS_S70|MNS_S70|1|1
338|MNS_S4|MNS_S4|1|1
340|MNS_S54|MNS_S54|1|1
341|MNS_S61|MNS_S61|0,69999999999999996|0,65257266068052933
342|MNS_S24|MNS_S24|0,63636363636363635|0,59426740361053854
344|MNS_S64|MNS_S64|0,5|0,68026400843738299
345|MNS_S38|MNS_S48|0,45454545454545453|0,41597618969378031
347|MNS_S4|MNS_S4|0,7142857142857143|0,75948245039032236
350|MNS_S24|MNS_S24|1|1
351|MNS_S29|MNS_S29|1|1
355|MNS_S29|MNS_S29|1|1
356|MNS_S2|MNS_S2|0,84615384615384615|0,88415801672881178
357|MNS_S4|MNS_S4|1|1
358|MNS_S29|MNS_S29|0,5|0,67889849327387186
359|MNS_S41|MNS_S61|0,25|0,30908991706678302
360|MNS_S18|MNS_S18|1|1
362|MNS_S63|MNS_S63|1|1
363|MNS_S36|MNS_S36|0,66666666666666663|0,69049070809363478
364|MNS_S70|MNS_S70|0,59999999999999998|0,41592245430167046
366|MNS_S33|MNS_S33|0,7142857142857143|0,84338605211628259
367|MNS_S59|MNS_S61|0,33333333333333331|0,55715635615520787
369|MNS_S49|MNS_S61|0,5625|0,35053197964599614
372|MNS_S51|MNS_S51|1|1
374|MNS_S41|MNS_S41|0,40000000000000002|0,49661686483103878
375|MNS_S4|MNS_S4|1|1
376|MNS_S5|MNS_S5|1|1
378|MNS_S2|MNS_S2|1|1
382|MNS_S46|MNS_S46|1|1
383|MNS_S2|MNS_S2|1|1
385|MNS_S2|MNS_S2|1|1
386|MNS_S38|MNS_S38|0,875|0,9436533208334007
387|MNS_S23|MNS_S23|1|1
388|MNS_S18|MNS_S40|0,5|0,7234263131433204
390|MNS_S31|MNS_S31|0,77777777777777779|0,90137354507792466
392|MNS_S2|MNS_S2|0,66666666666666663|0,73244217821224322
395|MNS_S3|MNS_S3|0,8571428571428571|0,71145007161639273
396|MNS_S29|MNS_S29|0,83333333333333337|0,80239841332588169
397|MNS_S4|MNS_S4|0,35714285714285715|0,28304009131485464
398|MNS_S31|MNS_S31|0,5|0,45040069169322888
399|MNS_S17|MNS_S17|0,5625|0,64974802015838728
400|MNS_S18|MNS_S18|1|1
404|MNS_S45|MNS_S45|0,66666666666666663|0,71675422332097238
405|MNS_S64|MNS_S64|0,44444444444444442|0,45060533031575656
406|MNS_S55|MNS_S65|0,66666666666666663|0,54827034637299776
409|MNS_S45|MNS_S45|0,75|0,85850546052416687
410|MNS_S18|MNS_S2|0,59999999999999998|0,5108165499850692
414|MNS_S2|MNS_S2|0,44444444444444442|0,41461580568288003
417|MNS_S29|MNS_S29|0,5|0,68364990689013028
421|MNS_S31|MNS_S31|1|1
422|MNS_S54|MNS_S54|0,76923076923076927|0,51885147971874579
423|MNS_S3|MNS_S27|0,5|0,65190957828994633
425|MNS_S5|MNS_S5|1|1
426|MNS_S16|MNS_S16|0,375|0,96970722626501948
428|MNS_S1|MNS_S1|0,75|0,54885396037535616
429|MNS_S2|MNS_S2|1|1
430|MNS_S2|MNS_S2|1|1
432|MNS_S45|MNS_S45|0,33333333333333331|0,64649893907244615
435|MNS_S2|MNS_S2|0,90476190476190477|0,95214781369315749
437|MNS_S27|MNS_S27|0,80000000000000004|0,82912330853181238
438|MNS_S70|MNS_S70|0,5|0,71271171793985477
439|MNS_S20|MNS_S5|0,5|0,62928874325366224
440|MNS_S2|MNS_S2|1|1
441|MNS_S63|MNS_S63|1|1
442|MNS_S1|MNS_S1|0,5|0,63012319078176959
443|MNS_S31|MNS_S31|1|1
444|MNS_S18|MNS_S18|1|1
445|MNS_S19|MNS_S19|0,5714285714285714|0,59136168635135855
446|MNS_S19|MNS_S19|0,42857142857142855|0,62939770164905329
447|MNS_S61|MNS_S61|0,625|0,68659581963363081
448|MNS_S3|MNS_S3|1|1
457|MNS_S47|MNS_S47|0,42857142857142855|0,38563435445516858
458|MNS_S18|MNS_S18|0,59999999999999998|0,74722726637798587
462|MNS_S2|MNS_S29|0,5|0,81920235858225865
465|MNS_S54|MNS_S54|0,83333333333333337|0,8442568621334996
466|MNS_S40|MNS_S40|0,69999999999999996|0,81535633065253943
470|MNS_S1|MNS_S1|0,40000000000000002|0,61806659600777258
471|MNS_S18|MNS_S18|1|1
472|MNS_S61|MNS_S61|0,7142857142857143|0,95938347925816114
473|MNS_S2|MNS_S2|1|1
476|MNS_S3|MNS_S3|1|1
477|MNS_S29|MNS_S29|0,5|0,63762471967448675
478|MNS_S45|MNS_S3|0,29411764705882354|0,46064836572853329
479|MNS_S38|MNS_S38|1|1
480|MNS_S4|MNS_S4|1|1
481|MNS_S70|MNS_S70|0,625|0,71029835459879587
482|MNS_S5|MNS_S5|0,80000000000000004|0,81201838269427173
483|MNS_S27|MNS_S27|0,59999999999999998|0,58325333468067908
484|MNS_S2|MNS_S2|0,66666666666666663|0,83890920826161797
485|MNS_S29|MNS_S29|1|1
489|MNS_S27|MNS_S27|0,45000000000000001|0,55728477794433173
490|MNS_S40|MNS_S40|0,5|0,73278100183262063
491|MNS_S2|MNS_S2|0,46666666666666667|0,4471468874739058
492|MNS_S31|MNS_S31|0,59999999999999998|0,77460621601059476
495|MNS_S2|MNS_S2|0,85185185185185186|0,78552273726110844
500|MNS_S45|MNS_S45|0,94117647058823528|0,90211394949652568
501|MNS_S3|MNS_S58|0,5|0,39783973746091633
502|MNS_S38|MNS_S71|0,33333333333333331|0,5668404611297011
503|MNS_S45|MNS_S45|0,76086956521739135|0,93007612360085579
504|MNS_S33|MNS_S45|0,69999999999999996|0,39680633697115242
505|MNS_S45|MNS_S45|0,93137254901960786|0,98345431106526204
510|MNS_S5|MNS_S5|0,40909090909090912|0,51322660521218955
520|MNS_S20|MNS_S20|0,36363636363636365|0,36924969052588569
522|MNS_S56|MNS_S41|0,2711864406779661|0,2931225033985933
527|MNS_S33|MNS_S33|1|1
528|MNS_S2|MNS_S2|0,8571428571428571|0,77597048587773143
531|MNS_S2|MNS_S2|0,59999999999999998|0,70261030836516636
534|MNS_S47|MNS_S47|1|1
541|MNS_S5|MNS_S5|1|1
544|MNS_S3|MNS_S3|0,33333333333333331|0,68944212912188341
549|MNS_S2|MNS_S2|0,54545454545454541|0,55765214108962791
552|MNS_S18|MNS_S18|1|1
554|MNS_S29|MNS_S29|0,35294117647058826|0,32196638168009467
557|MNS_S2|MNS_S2|1|1
558|MNS_S23|MNS_S23|0,55555555555555558|0,47062929536753739
559|MNS_S4|MNS_S4|0,52380952380952384|0,46219132839202731
560|MNS_S52|MNS_S52|0,5714285714285714|0,66100788919805087
561|MNS_S2|MNS_S2|0,83333333333333337|0,60148413850694149
563|MNS_S18|MNS_S18|0,66666666666666663|0,55459088471849871
567|MNS_S2|MNS_S2|1|1
568|MNS_S61|MNS_S32|0,25|0,40762985104184069
569|MNS_S31|MNS_S31|0,80000000000000004|0,76563731236205257
571|MNS_S2|MNS_S2|0,66666666666666663|0,56806501732998682
572|MNS_S4|MNS_S4|1|1
573|MNS_S18|MNS_S40|0,5|0,8691261990687934
575|MNS_S2|MNS_S38|0,5|0,51657847718526662
578|MNS_S31|MNS_S31|0,94736842105263153|0,94332670801306373
580|MNS_S54|MNS_S54|1|1
582|MNS_S2|MNS_S2|0,5|2,2010010010010008
583|MNS_S5|MNS_S5|0,83333333333333337|0,98065872847511082
585|MNS_S2|MNS_S2|0,65000000000000002|0,90566769575155404
586|MNS_S5|MNS_S5|0,41666666666666669|0,6373433780637735
587|MNS_S29|MNS_S29|0,66666666666666663|0,77866144414168936
588|MNS_S24|MNS_S24|0,80000000000000004|0,95253287755780269
590|MNS_S45|MNS_S45|0,81081081081081086|0,91278296733542807
591|MNS_S52|MNS_S52|0,66666666666666663|0,7387635552146169
592|MNS_S29|MNS_S29|1|1
593|MNS_S48|MNS_S48|0,5714285714285714|0,66785376963115306
595|MNS_S31|MNS_S31|0,65000000000000002|0,54299974795884864
596|MNS_S18|MNS_S18|0,80000000000000004|0,8849032991162944
597|MNS_S46|MNS_S41|0,59999999999999998|0,85607908255928589
598|MNS_S70|MNS_S70|1|1
599|MNS_S61|MNS_S61|0,40000000000000002|0,3285152128033767
601|MNS_S8|MNS_S8|1|1
603|MNS_S61|MNS_S61|0,63636363636363635|0,65485217807630836
605|MNS_S58|MNS_S19|0,58333333333333337|0,45106632170611477
606|MNS_S32|MNS_S48|0,44444444444444442|0,40181568293800313
607|MNS_S32|MNS_S32|0,6875|0,76704447977308332
611|MNS_S45|MNS_S45|1|1
612|MNS_S24|MNS_S24|1|1
613|MNS_S2|MNS_S2|1|1
614|MNS_S63|MNS_S63|0,94444444444444442|0,92999710731848428
616|MNS_S27|MNS_S27|0,5|0,40008896797153021
618|MNS_S45|MNS_S45|0,65000000000000002|0,42673023364769785
619|MNS_S59|MNS_S38|0,42857142857142855|0,8379868902054709
620|MNS_S70|MNS_S40|0,33333333333333331|0,38282549057662751
623|MNS_S27|MNS_S27|1|1
624|MNS_S31|MNS_S31|1|1
625|MNS_S16|MNS_S16|0,5714285714285714|0,46640919380618656
630|MNS_S5|MNS_S5|0,7931034482758621|0,85657975923086471
632|MNS_S27|MNS_S27|0,7857142857142857|0,90614026316253848
634|MNS_S36|MNS_S36|1|1
635|MNS_S4|MNS_S4|0,5|0,6016722067702327
638|MNS_S48|MNS_S29|0,58823529411764708|0,46762159246452545
639|MNS_S61|MNS_S61|0,7142857142857143|0,77217590533882663
640|MNS_S27|MNS_S27|1|1
643|MNS_S63|MNS_S63|0,91666666666666663|0,78986649540713061
644|MNS_S55|MNS_S55|1|1
645|MNS_S29|MNS_S18|0,5|0,79803524992776653
646|MNS_S2|MNS_S2|1|1
647|MNS_S40|MNS_S40|0,96296296296296291|0,96607102465505557
649|MNS_S63|MNS_S63|0,94999999999999996|0,97129823647214941
651|MNS_S48|MNS_S48|0,42857142857142855|0,51234031749425413
652|MNS_S65|MNS_S65|0,33333333333333331|0,61688500315283079
654|MNS_S61|MNS_S61|0,59999999999999998|0,39559744970869515
655|MNS_S38|MNS_S38|0,5|0,58677644958087394
656|MNS_S55|MNS_S2|0,42857142857142855|0,62965092402464073
657|MNS_S2|MNS_S2|0,625|0,56837411581548036
661|MNS_S16|MNS_S45|0,59999999999999998|0,58566809175546342
663|MNS_S47|MNS_S29|0,5|0,41497123789127671
666|MNS_S68|MNS_S68|0,42857142857142855|0,65680045951402921
669|MNS_S29|MNS_S29|0,75|0,8560418387007982
670|MNS_S61|MNS_S61|0,33333333333333331|0,44186983026369997
671|MNS_S2|MNS_S2|1|1
673|MNS_S32|MNS_S48|0,5|0,63406301095736639
676|MNS_S3|MNS_S3|0,5|0,59997999399819935
677|MNS_S2|MNS_S2|0,95999999999999996|0,94214421531213399
678|MNS_S68|MNS_S68|0,59999999999999998|0,55914095177965428
679|MNS_S29|MNS_S29|1|1
681|MNS_S67|MNS_S47|0,5|0,52386244562283679
683|MNS_S37|MNS_S37|1|1
685|MNS_S45|MNS_S45|0,66666666666666663|0,51758879953297843
686|MNS_S4|MNS_S4|0,40000000000000002|0,31981792589071895
690|MNS_S61|MNS_S61|0,67647058823529416|0,67115167725673164
692|MNS_S48|MNS_S48|0,90000000000000002|0,9236497646014683
693|MNS_S48|MNS_S32|0,44444444444444442|0,44289519922915604
695|MNS_S2|MNS_S2|1|1
696|MNS_S36|MNS_S36|0,625|0,84305022996487633
697|MNS_S55|MNS_S55|0,5|0,65215264187866928
698|MNS_S47|MNS_S47|0,36363636363636365|0,32140191804707935
699|MNS_S5|MNS_S5|0,46666666666666667|0,51393814756398304
700|MNS_S23|MNS_S23|0,75|0,63578146108282241
701|MNS_S59|MNS_S59|1|1
704|MNS_S58|MNS_S41|0,41666666666666669|0,48706020375181069
705|MNS_S48|MNS_S48|1|1
708|MNS_S32|MNS_S32|1|1
710|MNS_S4|MNS_S4|1|1
714|MNS_S2|MNS_S2|0,77272727272727271|0,84842470786714552
716|MNS_S2|MNS_S2|1|1
717|MNS_S19|MNS_S19|0,76000000000000001|0,94007519808535189
719|MNS_S29|MNS_S41|0,45454545454545453|0,46997806330303982
720|MNS_S58|MNS_S29|0,66666666666666663|0,54772847824528703
721|MNS_S27|MNS_S27|1|1
722|MNS_S29|MNS_S29|0,45454545454545453|0,54995572234987533
729|MNS_S59|MNS_S59|0,25|0,32650137218649095
732|MNS_S38|MNS_S38|0,59999999999999998|0,71673572744014724
736|MNS_S3|MNS_S68|0,75|0,62497395507771802
738|MNS_S4|MNS_S29|0,25|0,61768167107972938
740|MNS_S18|MNS_S18|1|1
741|MNS_S24|MNS_S24|0,5|0,62213074263131896
744|MNS_S44|MNS_S44|0,55813953488372092|0,50351939989375805
745|MNS_S29|MNS_S29|0,45454545454545453|0,62300271233853843
751|MNS_S4|MNS_S4|1|1
753|MNS_S2|MNS_S2|0,66666666666666663|0,88804955020313403
756|MNS_S63|MNS_S63|0,80000000000000004|0,76436273643273822
759|MNS_S3|MNS_S3|1|1
760|MNS_S2|MNS_S2|0,83333333333333337|0,91192477944911521
761|MNS_S2|MNS_S2|1|1
762|MNS_S41|MNS_S41|0,80000000000000004|0,92352474922786776
763|MNS_S23|MNS_S57|0,59999999999999998|0,56614657251569422
765|MNS_S38|MNS_S38|0,42857142857142855|0,42987236797214656
766|MNS_S3|MNS_S3|0,66666666666666663|0,80168318105777892
767|MNS_S68|MNS_S32|0,5|0,64303691275167774
775|MNS_S32|MNS_S32|0,66666666666666663|0,65081969382219462
776|MNS_S4|MNS_S4|0,8571428571428571|0,86321985914163002
777|MNS_S19|MNS_S58|0,66666666666666663|0,56405211774750363
781|MNS_S52|MNS_S52|0,66666666666666663|0,68966165095695542
782|MNS_S33|MNS_S33|1|1
784|MNS_S2|MNS_S2|0,875|0,87331238066271288
786|MNS_S57|MNS_S57|0,33333333333333331|0,54038857372358051
787|MNS_S2|MNS_S27|0,41176470588235292|0,40910036953659257
788|MNS_S5|MNS_S5|0,66666666666666663|0,8881928278098925
790|MNS_S18|MNS_S18|1|1
792|MNS_S61|MNS_S2|0,66666666666666663|0,47474244571253493
793|MNS_S2|MNS_S2|0,80000000000000004|0,76065671897045617
797|MNS_S2|MNS_S2|1|1
799|MNS_S2|MNS_S2|1|1
803|MNS_S4|MNS_S4|0,40000000000000002|0,37797567844582286
804|MNS_S45|MNS_S5|0,5|0,52594661297655387
805|MNS_S27|MNS_S27|1|1
806|MNS_S2|MNS_S2|1|1
808|MNS_S2|MNS_S2|1|1
812|MNS_S33|MNS_S33|1|1
813|MNS_S4|MNS_S4|0,75|0,62671424841820755
814|MNS_S38|MNS_S38|1|1
815|MNS_S63|MNS_S63|0,90243902439024393|0,94385933908905995
816|MNS_S2|MNS_S2|1|1
817|MNS_S2|MNS_S2|1|1
818|MNS_S2|MNS_S2|0,67391304347826086|0,8121649837090118
820|MNS_S3|MNS_S3|0,5|0,59464892893573607
821|MNS_S17|MNS_S17|0,75|0,83330554536663448
822|MNS_S50|MNS_S50|1|1
826|MNS_S38|MNS_S38|0,75|0,83472180520002648
828|MNS_S2|MNS_S2|0,33333333333333331|0,28052546962260955
830|MNS_S40|MNS_S40|1|1
831|MNS_S54|MNS_S54|0,53333333333333333|0,7729161808059607
838|MNS_S57|MNS_S57|1|1
839|MNS_S3|MNS_S3|1|1
844|MNS_S45|MNS_S45|0,66666666666666663|0,79231463008007863
845|MNS_S2|MNS_S2|0,5|0,55519166909575168
846|MNS_S4|MNS_S70|0,3125|0,28732325892314547
849|MNS_S50|MNS_S50|1|1
850|MNS_S63|MNS_S63|0,5|0,66338782456633405
851|MNS_S40|MNS_S40|0,66666666666666663|0,50880757405851851
853|MNS_S17|MNS_S17|0,7142857142857143|0,72051734443994531
854|MNS_S27|MNS_S16|0,5|0,74805891299127503
855|MNS_S2|MNS_S27|0,40000000000000002|0,45857290708371662
856|MNS_S63|MNS_S63|0,75|0,93332179160586659
857|MNS_S70|MNS_S4|0,75|0,68750139551500089
858|MNS_S38|MNS_S38|0,76923076923076927|0,76902432858170777
860|MNS_S70|MNS_S70|0,59999999999999998|0,60831384453358528
863|MNS_S56|MNS_S56|0,625|0,36316299346088643
864|MNS_S2|MNS_S2|1|1
866|MNS_S55|MNS_S55|0,42857142857142855|1
868|MNS_S23|MNS_S23|0,5|0,67510655204796644
869|MNS_S2|MNS_S2|1|1
872|MNS_S29|MNS_S17|0,66666666666666663|0,56919975997415106
874|MNS_S31|MNS_S31|0,59999999999999998|0,77554345432928717
875|MNS_S2|MNS_S2|0,54545454545454541|0,60456363436649929
878|MNS_S41|MNS_S2|0,5|0,68373530628635404
879|MNS_S3|MNS_S3|0,66666666666666663|0,67028467795119806
880|MNS_S23|MNS_S23|1|1
881|MNS_S63|MNS_S63|1|1
